Count,Name,APREF,BUILDING#,FLOOR,Position X,Position Y
1,AP Target,REF_B0_F6_1,00,06,0.00,0.00
1,AP Target,REF_B0_F6_2,00,06,256.50,38.00

Count,Name,FLOOR#,POI#,POI_CAT,BUILDING#,VISIBILTY,End X,End Y,Start X,Start Y
1,IP_POI#,06,PQU0006D6QUPF,PORT FRONT,00,N,,,,
1,Line,,,,,,207.92,36.10,210.78,34.51
1,Line,,,,,,214.05,34.16,218.09,33.61
1,Line,,,,,,126.32,36.10,207.92,36.10
1,Line,,,,,,126.30,19.20,126.32,36.10
1,Line,,,,,,210.78,34.51,214.05,34.16
1,Line,,,,,,218.09,33.61,220.50,32.42
1,Line,,,,,,223.86,23.90,224.24,19.22
1,Line,,,,,,224.24,19.22,126.30,19.20
1,Line,,,,,,222.70,28.80,223.86,23.90
1,Line,,,,,,220.50,32.42,221.83,30.90
1,Line,,,,,,221.83,30.90,222.70,28.80

1,IP_POI#,06,PQU0006D6QUPR,PORT REAR,00,N,,,,
1,Line,,,,,,13.23,27.10,13.70,30.14
1,Line,,,,,,13.70,30.14,14.12,32.26
1,Line,,,,,,12.95,24.70,13.23,27.10
1,Line,,,,,,12.60,19.20,12.70,21.65
1,Line,,,,,,12.70,21.65,12.95,24.70
1,Line,,,,,,14.12,32.26,22.99,36.10
1,Line,,,,,,125.90,34.64,125.90,19.20
1,Line,,,,,,125.90,19.20,12.60,19.20
1,Line,,,,,,112.53,34.54,125.90,34.64
1,Line,,,,,,22.99,36.10,112.53,36.10
1,Line,,,,,,112.53,36.10,112.53,34.54

1,IP_POI#,06,PQU0006D6QUSBF,STARBOARD FRONT,00,N,,,,
1,Line,,,,,,220.50,5.58,221.83,7.10
1,Line,,,,,,218.09,4.39,220.50,5.58
1,Line,,,,,,214.05,3.84,218.09,4.39
1,Line,,,,,,207.92,1.90,210.78,3.49
1,Line,,,,,,210.78,3.49,214.05,3.84
1,Line,,,,,,222.70,9.20,223.86,14.10
1,Line,,,,,,126.30,18.80,126.32,1.90
1,Line,,,,,,224.24,18.78,126.30,18.80
1,Line,,,,,,126.32,1.90,207.92,1.90
1,Line,,,,,,221.83,7.10,222.70,9.20
1,Line,,,,,,223.86,14.10,224.24,18.78

1,IP_POI#,06,PQU0006D6QUSBR,STARBOARD REAR,00,N,,,,
1,Line,,,,,,22.99,1.90,112.53,1.90
1,Line,,,,,,14.12,5.75,22.99,1.90
1,Line,,,,,,112.53,1.90,112.53,3.46
1,Line,,,,,,125.90,3.37,125.90,18.80
1,Line,,,,,,112.53,3.46,125.90,3.37
1,Line,,,,,,13.70,7.86,14.12,5.75
1,Line,,,,,,12.60,18.80,12.70,16.35
1,Line,,,,,,125.90,18.80,12.60,18.80
1,Line,,,,,,12.70,16.35,12.95,13.30
1,Line,,,,,,13.23,10.90,13.70,7.86
1,Line,,,,,,12.95,13.30,13.23,10.90
