Count,Name,APREF,BUILDING#,FLOOR,Position X,Position Y
1,AP Target,REF_B0_F10_1,00,10,0.00,0.00
1,AP Target,REF_B0_F10_2,00,10,256.50,38.00

Count,Name,FLOOR#,POI#,POI_CAT,BUILDING#,VISIBILTY,End X,End Y,Start X,Start Y
1,IP_POI#,10,POO0010BABYC,Baby Centre,00,N,,,,
1,Line,,,,,,183.30,9.58,183.30,12.48
1,Line,,,,,,183.30,12.48,179.69,12.48
1,Line,,,,,,177.37,15.27,177.37,16.16
1,Line,,,,,,177.37,16.16,172.69,16.16
1,Line,,,,,,172.69,16.16,172.71,13.77
1,Line,,,,,,180.65,9.58,183.30,9.58
1,Line,,,,,,177.80,12.58,180.65,9.58
1,Line,,,,,,174.14,12.58,177.80,12.58
1,Line,,,,,,172.71,13.77,174.14,12.58
1,Line,,,,,,178.40,15.27,177.37,15.27
1,Line,,,,,,178.40,13.75,178.40,15.27
1,Line,,,,,,179.69,12.48,178.40,13.75

1,IP_POI#,10,PVV0010DBAR10,Deck Bar,00,N,,,,
1,Line,,,,,,161.23,6.49,160.61,8.36
1,Line,,,,,,180.70,6.49,161.23,6.49
1,Line,,,,,,180.70,9.02,180.70,6.49
1,Line,,,,,,174.16,11.66,177.99,11.66
1,Line,,,,,,177.99,11.66,180.70,9.02
1,Line,,,,,,169.75,16.05,174.16,11.66
1,Line,,,,,,164.13,16.05,169.75,16.05
1,Line,,,,,,161.50,13.62,164.13,16.05
1,Line,,,,,,160.61,8.36,160.47,10.99
1,Line,,,,,,160.47,10.99,161.50,13.62

1,IP_POI#,10,POO0010GZONE,Gamer Zone,00,N,,,,
1,Line,,,,,,188.94,12.65,185.15,12.65
1,Line,,,,,,189.00,9.59,188.94,12.65
1,Line,,,,,,183.62,9.59,189.00,9.59
1,Line,,,,,,185.15,13.78,183.62,13.78
1,Line,,,,,,183.62,13.78,183.62,9.59
1,Line,,,,,,185.15,12.65,185.15,13.78

1,IP_POI#,10,POO0010HIDEOUT,The Hide Out,00,N,,,,
1,Line,,,,,,186.52,12.81,189.21,12.81
1,Line,,,,,,189.21,12.81,189.21,9.61
1,Line,,,,,,189.21,9.61,197.03,9.61
1,Line,,,,,,186.52,17.31,186.52,12.81
1,Line,,,,,,197.03,21.24,186.58,21.24
1,Line,,,,,,186.58,21.24,186.52,17.31
1,Line,,,,,,197.03,9.61,197.03,21.24

1,IP_POI#,10,POO0010JOGG,Jogging Track,00,N,,,,
1,Line,,,,,,213.56,31.01,215.03,29.27
1,Line,,,,,,208.97,27.53,203.74,29.30
1,Line,,,,,,211.72,31.97,213.56,31.01
1,Line,,,,,,203.74,29.30,180.41,29.30
1,Line,,,,,,202.31,32.80,211.72,31.97
1,Line,,,,,,213.47,23.03,208.97,27.53
1,Line,,,,,,214.93,8.48,211.44,6.05
1,Line,,,,,,216.54,13.61,214.93,8.48
1,Line,,,,,,211.44,6.05,204.15,5.31
1,Line,,,,,,216.40,24.27,216.99,19.11
1,Line,,,,,,215.03,29.27,216.40,24.27
1,Line,,,,,,90.78,33.65,94.96,36.39
1,Line,,,,,,102.68,30.96,36.27,30.96
1,Line,,,,,,31.94,33.65,90.78,33.65
1,Line,,,,,,36.27,30.96,30.86,28.37
1,Line,,,,,,29.32,31.52,31.94,33.65
1,Line,,,,,,103.40,32.35,102.68,30.96
1,Line,,,,,,191.37,36.21,194.60,33.03
1,Line,,,,,,194.60,33.03,202.31,32.80
1,Line,,,,,,94.96,36.39,191.37,36.21
1,Line,,,,,,169.39,32.35,103.40,32.35
1,Line,,,,,,180.41,29.30,169.39,32.35
1,Line,,,,,,32.04,4.19,29.83,5.57
1,Line,,,,,,30.86,9.49,36.48,7.23
1,Line,,,,,,91.31,4.19,32.04,4.19
1,Line,,,,,,102.42,7.23,103.94,5.37
1,Line,,,,,,36.48,7.23,102.42,7.23
1,Line,,,,,,29.83,5.57,26.81,18.87
1,Line,,,,,,30.86,19.12,26.78,19.12
1,Line,,,,,,26.78,19.12,29.32,31.52
1,Line,,,,,,30.86,28.37,30.86,19.12
1,Line,,,,,,30.85,18.87,30.86,9.49
1,Line,,,,,,26.81,18.87,30.85,18.87
1,Line,,,,,,205.35,8.73,210.41,11.79
1,Line,,,,,,204.15,5.31,194.72,5.12
1,Line,,,,,,210.41,11.79,213.47,15.56
1,Line,,,,,,216.99,19.11,216.54,13.61
1,Line,,,,,,213.47,15.56,213.47,23.03
1,Line,,,,,,194.72,5.12,191.09,1.55
1,Line,,,,,,94.72,1.55,91.31,4.19
1,Line,,,,,,103.94,5.37,180.49,5.37
1,Line,,,,,,191.09,1.55,94.72,1.55
1,Line,,,,,,180.49,5.37,187.33,8.73
1,Line,,,,,,187.33,8.73,205.35,8.73

1,IP_POI#,10,POO0010KIDSCL,Kid's Club,00,N,,,,
1,Line,,,,,,188.01,21.65,188.01,25.33
1,Line,,,,,,197.02,21.57,188.01,21.65
1,Line,,,,,,197.02,28.37,197.02,21.57
1,Line,,,,,,183.64,25.33,183.64,28.37
1,Line,,,,,,183.64,28.37,197.02,28.37
1,Line,,,,,,188.01,25.33,183.64,25.33

1,IP_POI#,10,POO0010MINIGLF,Mini Golf,00,N,,,,
1,Line,,,,,,60.50,8.92,40.98,8.92
1,Line,,,,,,40.98,28.96,60.50,28.96
1,Line,,,,,,40.98,8.92,40.98,28.96
1,Line,,,,,,60.50,28.96,60.50,8.92

1,IP_POI#,10,POO0010OBSDCK,Observatory Deck,00,N,,,,
1,Line,,,,,,210.70,20.21,209.55,22.90
1,Line,,,,,,210.50,17.12,210.70,20.21
1,Line,,,,,,209.55,22.90,206.86,24.86
1,Line,,,,,,204.18,25.33,203.57,25.32
1,Line,,,,,,206.86,24.86,204.18,25.33
1,Line,,,,,,208.41,14.02,209.60,15.24
