Count,Name,APREF,BUILDING#,FLOOR,Position X,Position Y
1,AP Target,REF_B0_F5_1,00,05,0.00,0.00
1,AP Target,REF_B0_F5_2,00,05,256.50,38.00

1,Line,,,,,,197.94,8.96,200.72,6.36
1,Line,,,,,,187.08,9.00,197.94,8.96
1,Line,,,,,,193.77,14.96,187.08,12.72
1,Line,,,,,,197.60,15.56,196.95,14.13
1,Line,,,,,,197.14,23.71,198.27,22.52
1,Line,,,,,,195.39,23.85,197.14,23.71
1,Line,,,,,,194.33,23.23,195.39,23.85
1,Line,,,,,,197.16,18.00,197.60,15.56
1,Line,,,,,,198.29,20.79,197.16,18.00
1,Line,,,,,,198.27,22.52,198.29,20.79
1,Line,,,,,,187.03,25.49,188.40,25.56
1,Line,,,,,,201.00,32.10,197.94,29.02
1,Line,,,,,,205.20,27.71,201.00,32.10
1,Line,,,,,,197.94,29.02,187.00,28.97
1,Line,,,,,,187.00,28.97,187.03,25.49
1,Line,,,,,,188.40,25.56,194.33,23.23
1,Line,,,,,,204.17,25.22,205.20,27.71
1,Line,,,,,,204.11,12.85,204.73,14.62
1,Line,,,,,,205.20,10.18,204.11,12.85
1,Line,,,,,,200.72,6.36,205.20,10.18
1,Line,,,,,,205.79,21.92,204.17,25.22
1,Line,,,,,,206.39,18.99,205.79,21.92
1,Line,,,,,,204.73,14.62,206.39,18.99
