Count,Name,APREF,BUILDING#,FLOOR,Position X,Position Y
1,AP Target,REF_B0_F8_1,00,08,0.00,0.00
1,AP Target,REF_B0_F8_2,00,08,256.50,38.00

Count,Name,FLOOR#,POI#,POI_CAT,BUILDING#,VISIBILTY,End X,End Y,Start X,Start Y
1,IP_POI#,08,PQU0008D8QUPF,PORT FRONT,00,N,,,,
1,Line,,,,,,213.06,33.07,216.44,29.94
1,Line,,,,,,209.45,34.07,213.06,33.07
1,Line,,,,,,216.44,29.94,217.37,27.33
1,Line,,,,,,126.30,19.20,126.23,34.73
1,Line,,,,,,126.23,34.73,199.90,34.73
1,Line,,,,,,199.90,34.73,205.30,34.46
1,Line,,,,,,218.33,22.06,218.49,19.22
1,Line,,,,,,218.49,19.22,126.30,19.20
1,Line,,,,,,217.89,25.03,218.33,22.06
1,Line,,,,,,205.30,34.46,209.45,34.07
1,Line,,,,,,217.37,27.33,217.89,25.03

1,IP_POI#,08,PQU0008D8QUPR,PORT REAR,00,N,,,,
1,Line,,,,,,15.95,24.91,16.35,28.01
1,Line,,,,,,15.69,21.73,15.95,24.91
1,Line,,,,,,16.35,28.01,17.01,31.85
1,Line,,,,,,17.01,31.85,28.37,34.76
1,Line,,,,,,125.92,34.73,125.90,19.20
1,Line,,,,,,125.90,19.20,15.58,19.20
1,Line,,,,,,15.58,19.20,15.69,21.73
1,Line,,,,,,28.37,34.76,125.92,34.73

1,IP_POI#,08,PQU0008D8QUSBF,STARBOARD FRONT,00,N,,,,
1,Line,,,,,,217.37,10.67,217.89,12.97
1,Line,,,,,,216.44,8.06,217.37,10.67
1,Line,,,,,,199.90,3.27,205.30,3.54
1,Line,,,,,,205.30,3.54,209.45,3.93
1,Line,,,,,,209.45,3.93,213.06,4.93
1,Line,,,,,,213.06,4.93,216.44,8.06
1,Line,,,,,,126.30,18.80,126.23,3.27
1,Line,,,,,,218.49,18.78,126.30,18.80
1,Line,,,,,,126.23,3.27,199.90,3.27
1,Line,,,,,,217.89,12.97,218.33,15.94
1,Line,,,,,,218.33,15.94,218.49,18.78

1,IP_POI#,08,PQU0008D8QUSBR,STARBOARD REAR,00,N,,,,
1,Line,,,,,,17.01,6.15,28.37,3.24
1,Line,,,,,,16.35,9.99,17.01,6.15
1,Line,,,,,,125.92,3.27,125.90,18.80
1,Line,,,,,,28.37,3.24,125.92,3.27
1,Line,,,,,,15.58,18.80,15.69,16.27
1,Line,,,,,,125.90,18.80,15.58,18.80
1,Line,,,,,,15.95,13.09,16.35,9.99
1,Line,,,,,,15.69,16.27,15.95,13.09
