Count,Name,APREF,BUILDING#,FLOOR,Position X,Position Y
1,AP Target,REF_B0_F7_1,00,07,0.00,0.00
1,AP Target,REF_B0_F7_2,00,07,256.50,38.00

Count,Name,FLOOR#,POI#,POI_CAT,BUILDING#,VISIBILTY,End X,End Y,Start X,Start Y
1,IP_POI#,07,PSU00070001,Captain Suite,00,N,,,,
1,Line,,,,,,217.30,6.82,218.54,10.02
1,Line,,,,,,211.09,11.00,211.23,4.77
1,Line,,,,,,211.23,4.77,215.08,5.19
1,Line,,,,,,215.08,5.19,217.30,6.82
1,Line,,,,,,213.08,11.03,211.09,11.00
1,Line,,,,,,214.25,15.24,214.11,12.02
1,Line,,,,,,219.73,15.25,214.25,15.24
1,Line,,,,,,214.11,12.02,213.08,11.03
1,Line,,,,,,218.54,10.02,219.73,15.25

1,IP_POI#,07,PSU00070002,Chief Engin. Suite,00,N,,,,
1,Line,,,,,,219.94,16.05,219.94,21.94
1,Line,,,,,,214.11,16.05,219.94,16.05
1,Line,,,,,,219.94,21.94,214.11,21.80
1,Line,,,,,,214.11,21.80,214.11,16.05

1,IP_POI#,07,PSU00070003,Staff Captain,00,N,,,,
1,Line,,,,,,219.81,22.91,219.39,25.31
1,Line,,,,,,214.11,23.08,219.81,22.91
1,Line,,,,,,219.39,25.31,218.46,28.50
1,Line,,,,,,218.46,28.50,214.11,28.50
1,Line,,,,,,214.11,28.50,214.11,23.08

1,IP_POI#,07,PSU00070004,Hotel Manager,00,N,,,,
1,Line,,,,,,218.28,28.95,217.30,31.19
1,Line,,,,,,215.50,32.73,211.08,33.40
1,Line,,,,,,217.30,31.19,215.50,32.73
1,Line,,,,,,213.66,28.90,218.28,28.95
1,Line,,,,,,211.08,27.00,213.66,27.00
1,Line,,,,,,211.08,33.40,211.08,27.00
1,Line,,,,,,213.66,27.00,213.66,28.90

1,IP_POI#,07,PUU00077000,Cabin,00,N,,,,
1,Line,,,,,,210.63,34.42,210.63,27.08
1,Line,,,,,,210.63,27.08,208.38,27.08
1,Line,,,,,,208.38,27.08,208.38,34.42
1,Line,,,,,,208.38,34.42,210.63,34.42

1,IP_POI#,07,PUU00077002,Cabin,00,N,,,,
1,Line,,,,,,207.93,27.07,205.68,27.07
1,Line,,,,,,205.68,34.55,207.93,34.55
1,Line,,,,,,207.93,34.55,207.93,27.07
1,Line,,,,,,205.68,27.07,205.68,34.55

1,IP_POI#,07,PUU00077003,Cabin,00,N,,,,
1,Line,,,,,,202.85,23.09,207.67,23.09
1,Line,,,,,,207.67,23.09,207.67,25.15
1,Line,,,,,,207.67,25.15,202.85,25.15
1,Line,,,,,,202.85,25.15,202.85,23.09

1,IP_POI#,07,PUU00077004,Cabin,00,N,,,,
1,Line,,,,,,205.23,27.04,202.98,27.04
1,Line,,,,,,202.98,34.60,205.23,34.60
1,Line,,,,,,202.98,27.04,202.98,34.60
1,Line,,,,,,205.23,34.60,205.23,27.04

1,IP_POI#,07,PUU00077005,Cabin,00,N,,,,
1,Line,,,,,,197.55,23.10,202.38,23.10
1,Line,,,,,,202.38,23.10,202.38,25.16
1,Line,,,,,,202.38,25.16,197.55,25.16
1,Line,,,,,,197.55,25.16,197.55,23.10

1,IP_POI#,07,PUU00077006,Cabin,00,N,,,,
1,Line,,,,,,202.53,27.04,200.28,27.04
1,Line,,,,,,200.28,34.80,202.53,34.80
1,Line,,,,,,200.28,27.04,200.28,34.80
1,Line,,,,,,202.53,34.80,202.53,27.04

1,IP_POI#,07,PUU00077007,Cabin,00,N,,,,
1,Line,,,,,,192.35,23.09,197.17,23.09
1,Line,,,,,,192.35,25.15,192.35,23.09
1,Line,,,,,,197.17,25.15,192.35,25.15
1,Line,,,,,,197.17,23.09,197.17,25.15

1,IP_POI#,07,PUU00077008,Cabin,00,N,,,,
1,Line,,,,,,199.83,27.04,197.58,27.04
1,Line,,,,,,197.58,34.80,199.83,34.80
1,Line,,,,,,199.83,34.80,199.83,27.04
1,Line,,,,,,197.58,27.04,197.58,34.80

1,IP_POI#,07,PUU00077010,Cabin,00,N,,,,
1,Line,,,,,,194.88,34.80,197.13,34.80
1,Line,,,,,,197.13,27.04,194.88,27.04
